,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Athlete ID,Number of Runs,Number of Bike Rides,Profile Visibility
1122,13:20.99,Daniel KOSEN,KEN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",23 Sep 2024,1134,5000m,40339867,83,2,Public
744,3:40.21,Miguel MOREIRA,POR,"Kimpisen yleisurheilukenttä, Lappeenranta (FIN)",17 Jul 2024,1104,1500m,5376540,80,731,Public
3658,32:25.78,Beatriz ÁLVAREZ,ESP,"Estadi Municipal La Bòbila, Gavá (ESP)",02 Mar 2024,1116,10000m,117959278,80,5,Public
2501,1:57.52,Allie WILSON,USA,"Olympic Stadium, London (GBR)",20 Jul 2024,1207,800m,112847410,80,0,Public
441,3:35.27,Eduardo HERRERA,MEX,"Polideportivo Zorrotza, Bilbao (ESP)",18 Jun 2024,1171,1500m,22542153,80,899,Public
250,1:46.86,Craig ENGELS,USA,"Lincoln HS, Portland, OR (USA)",09 Jun 2024,1117,800m,31259127,80,0,Public
2732,2:02.76,Bethan MORLEY,GBR,"Paula Radcliffe Stadium, Loughborough (GBR)",22 Jun 2024,1113,800m,19562651,80,1,Public
236,1:46.79,Brian KIPTUM,KEN,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 Jun 2024,1119,800m,48092419,79,0,Public
3407,15:13.38,Amanda VESTRI,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 Apr 2024,1137,5000m,131800350,75,0,Public
1531,1:00:13,Vincent MUTAI,KEN,Cardiff (GBR),06 Oct 2024,1178,Half,91894138,75,141,Public
721,3:39.96,Nao KURIHARA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",28 Jun 2024,1107,1500m,7082054,73,0,Public
1667,1:01:25,Dorian BOULVIN,BEL,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 Mar 2024,1130,Half,19625839,72,10,Public
2699,2:02.46,Ainsley ERZEN,USA,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",10 Feb 2024,1145,800m,63923399,71,0,Public
4242,2:29:33,Louise SMALL,GBR,Frankfurt (GER),27 Oct 2024,1137,Full,44387938,70,0,Public
203,1:46.41,Abdullahi HASSAN,CAN,"Foote Field, Edmonton (CAN)",13 Jun 2024,1131,800m,115765312,69,0,Public
189,1:46.31,José Ignacio PÉREZ,ESP,"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",22 May 2024,1134,800m,1725405,68,287,Public
2666,2:01.93,Christina ARAGON,USA,"Stedelijke Atletiekpiste, Ninove (BEL)",20 Jul 2024,1128,800m,22996074,68,6,Public
3473,15:23.76,Briana SCOTT,CAN,"Dempsey Indoor, Seattle, WA (USA)",09 Feb 2024,1117,5000m,3918100,68,2,Public
2578,2:00.33,Sara LAPPALAINEN,FIN,"Kaarlen kenttä, Vaasa (FIN)",30 Jun 2024,1156,800m,109436697,68,59,Public
843,8:22.26,Benjamin KIGEN,KEN,"Suhaim bin Hamad Stadium, Doha (QAT)",10 May 2024,1156,3000m Steeple,62744145,67,1,Public
2595,2:00.81,Rin KUBO,JPN,"Hakatanomori Athletic Stadium, Fukuoka (JPN)",31 Jul 2024,1148,800m,46738412,67,21,Public
2337,2:12:07,Adam NOWICKI,POL,Sevilla (ESP),18 Feb 2024,1125,Full,2222378,67,1182,Public
642,3:38.82,Jerry MOTSAU,RSA,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",21 Apr 2024,1122,1500m,58113893,66,0,Public
4135,2:26:39,Maor TIYOURI,ISR,Rotterdam (NED),14 Apr 2024,1166,Full,60723715,66,5,Public
331,1:47.41,Raul VILLALONGA,ESP,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 May 2024,1101,800m,22347994,65,0,Public
916,8:31.56,Carlos ÁNGEL,ESP,"Polideportivo Zorrotza, Bilbao (ESP)",18 Jun 2024,1115,3000m Steeple,12053731,65,1294,Public
703,3:39.78,Ryuji MIURA,JPN,"Egao Kenko Stadium, Kumamoto (JPN)",13 Apr 2024,1109,1500m,119347151,65,0,Public
2995,4:09.48,Lea MEYER,GER,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 Jul 2024,1130,1500m,56091569,65,0,Public
193,1:46.35,Nick PLANT,USA,"Shellenberger Field & Dr. Jack M. Toms Track, Lynchburg, VA (USA)",03 May 2024,1133,800m,48907329,62,0,Public
4269,2:30:31,Bing WU,CHN,Wuxi (CHN),24 Mar 2024,1128,Full,15539152,61,326,Public
3048,4:11.32,Grethe TYLDUM,NOR,"Bislett Stadion, Oslo (NOR)",27 Aug 2024,1116,1500m,43059269,61,3,Public
2797,2:03.48,Leah SIMPSON,AUS,"SA Athletic Stadium, Adelaide (AUS)",10 Feb 2024,1101,800m,118997345,60,42,Public
1681,1:01:30,Takayuki IIDA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 Feb 2024,1127,Half,7929941,60,1979,Public
3278,9:56.60,Xinyan ZHANG,CHN,"Sports Center, Quzhou (CHN)",15 Sep 2024,1103,3000m Steeple,138575439,56,0,Public
3240,9:48.39,Taylor LOVELL,USA,"Hayward Field, Eugene, OR (USA)",08 Jun 2024,1123,3000m Steeple,72105616,55,0,Public
2152,2:09:48,Edwin KIPRUTO,KEN,Lisboa (POR),06 Oct 2024,1164,Full,68067100,54,0,Public
3274,9:55.95,Agnieszka CHORZĘPA,POL,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",27 Jun 2024,1105,3000m Steeple,51637861,54,0,Public
3600,31:35.28,Jessica MCCLAIN,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 May 2024,1161,10000m,63048626,51,23,Public
2658,2:01.72,Makayla CLARK,USA,"Hayward Field, Eugene, OR (USA)",06 Jun 2024,1132,800m,61530427,50,4,Public
1847,1:02:09,Suldan HASSAN,SWE,"Stadio Olimpico, Roma (ITA)",09 Jun 2024,1101,Half,35998624,49,0,Public
148,1:45.93,Zakary MAMA-YARI,CAN,"Alumni Stadium, Guelph (CAN)",04 Jun 2024,1145,800m,74166165,48,0,Public
1916,2:06:33,Naoki KOYAMA,JPN,Osaka (JPN),25 Feb 2024,1218,Full,129403345,48,5,Public
375,3:32.81,Samuel TEFERA,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 Jun 2024,1205,1500m,71529621,48,0,Public
1848,1:02:10,Ren YAMAGUCHI,JPN,Marugame (JPN),04 Feb 2024,1101,Half,57071058,45,13,Public
2283,2:11:27,David GOMEZ GONZÁLEZ,COL,Sevilla (ESP),18 Feb 2024,1136,Full,7461767,44,103,Public
247,1:46.85,Alexandre SELLES,FRA,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 Jul 2024,1118,800m,11062255,43,2,Public
2642,2:01.53,Kaela EDWARDS,USA,"Drake Stadium, Des Moines, IA (USA)",27 Apr 2024,1135,800m,41318857,42,6,Public
278,1:47.04,Sobhan AHMADI,IRI,"Aftab Enghelab Sport Complex, Tehran (IRI) (i)",19 Feb 2024,1169,800m,25234198,42,1,Public
2976,4:09.03,Ingeborg ØSTGÅRD,NOR,"Friidrettsstadion, Jessheim (NOR)",24 May 2024,1134,1500m,52513074,42,13,Public
2452,2:13:20,Jason POINTEAU,FRA,Genève (SUI),05 May 2024,1106,Full,39251089,42,0,Public
215,1:46.59,Gabriele ANGIONO,ITA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 May 2024,1125,800m,57895670,41,2,Public
2593,2:00.75,Meghan HUNTER,USA,"Lincoln HS, Portland, OR (USA)",09 Jun 2024,1149,800m,187232,41,443,Public
2245,2:10:55,Wenhao XU,CHN,Wuxi (CHN),24 Mar 2024,1145,Full,124451731,41,92,Public
3490,15:26.76,Innes FITZGERALD,GBR,"Manchester Regional Arena, Manchester (GBR)",29 Jun 2024,1112,5000m,47857799,41,2,Public
94,1:45.36,Handal ROBAN,VIN,"Franklin Field, Philadelphia, PA (USA)",29 Jun 2024,1162,800m,93795541,40,0,Public
2109,2:09:22,Henok TESFAY,ERI,London (GBR),21 Apr 2024,1171,Full,42735111,39,3,Public
3115,4:13.21,Olga VOVK,RUS,"LFK CSKA, Moskva (RUS) (i)",25 Feb 2024,1122,1500m,21209661,39,12,Public
4248,2:29:49,Zaida RAMOS,PER,Sevilla (ESP),18 Feb 2024,1134,Full,117622087,38,0,Public
232,1:46.76,Leandro ALVES,BRA,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 Apr 2024,1120,800m,16049150,37,176,Public
3418,15:15.70,Diane VAN ES,NED,"FBK Stadium, Hengelo (NED)",28 Jun 2024,1133,5000m,43526652,37,0,Public
3895,1:10:46,Alem NIGUSSIE,ETH,Lisboa (POR),06 Oct 2024,1114,Half,25270283,35,32,Public
409,3:34.31,Benoit CAMPION,FRA,"Parc des Sports C. Ehrmann, Nice (FRA)",15 Jun 2024,1184,1500m,87608019,35,1,Public
4346,2:32:32,Magaly GARCIA,VEN,Rotterdam (NED),14 Apr 2024,1108,Full,13009302,34,96,Public
2364,2:12:24,Lesetja PAPO,RSA,Durban (RSA),28 Apr 2024,1121,Full,126853737,34,1,Public
2405,2:12:46,Amanuel MESEL,ERI,"Two Harbors to Duluth,, Duluth, MN (USA)",22 Jun 2024,1115,Full,121815089,33,0,Public
132,1:45.74,Renier DE VILLIERS,RSA,"Centro Sportivo Saletti, Nembro (ITA)",19 Jun 2024,1151,800m,19707201,33,15,Public
3121,4:13.38,Adèle GAY,FRA,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 Jul 2024,1100,1500m,19033397,32,0,Public
168,1:46.11,George MILLS,GBR,"LAZ Wien, Wien (AUT)",22 Jun 2024,1140,800m,2776056,31,1946,Public
3086,4:12.53,Lauren FREELAND,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 May 2024,1107,1500m,70734958,30,0,Public
72,1:45.11,Isaac NADER,POR,"Stade Delort, Marseille (FRA)",22 May 2024,1170,800m,92055776,30,324,Public
3777,1:08:44,Moira STEWARTOVÁ,CZE,Valencia (ESP),27 Oct 2024,1156,Half,53756376,30,0,Public
3123,4:13.44,Gamze BULUT,TUR,"Atatürk Stadyumu, Izmir (TUR)",26 May 2024,1100,1500m,90498323,30,0,Public
847,8:23.05,Brian BARRAZA,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 May 2024,1153,3000m Steeple,144330448,29,0,Public
3056,4:11.65,Rebekah GREENE,NZL,"Newtown Park Stadium, Wellington (NZL)",17 Mar 2024,1114,1500m,1848964,29,20,Public
675,3:39.38,Benjamin FLANAGAN,CAN,"Icahn Stadium, New York, NY (USA)",09 Jun 2024,1115,1500m,76551416,29,0,Public
2249,2:10:59,Felix KIRUI,KEN,Wuhan (CHN),24 Mar 2024,1144,Full,88154208,29,139,Public
2993,4:09.45,Kaylee MITCHELL,USA,"Hayward Field, Eugene, OR (USA)",03 May 2024,1131,1500m,136393816,29,0,Public
1790,1:02:00,Ryo MATSUMOTO,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 Feb 2024,1107,Half,30339156,29,1,Public
789,8:13.08,Leo MAGNUSSON,SWE,"Sports Park Mladost, Zagreb (CRO)",08 Sep 2024,1198,3000m Steeple,34183786,29,276,Public
684,3:39.51,Enzo COUDERCHET,FRA,"Stade Jean Jacoby, Schifflange (LUX)",21 Jul 2024,1113,1500m,128360792,28,0,Public
2683,2:02.17,Kate JENDREZAK,USA,"Potts Field, Boulder, CO (USA)",12 May 2024,1124,800m,125399393,27,1,Public
1200,13:28.40,Yacine GUERMALI,USA,"National Stadium, Tokyo (JPN)",19 May 2024,1108,5000m,27545056,27,1,Public
4281,2:30:49,Daeun JEONG,KOR,Osaka (JPN),28 Jan 2024,1125,Full,30249925,27,1,Public
146,1:45.89,Patryk SIERADZKI,POL,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 Jun 2024,1146,800m,120281317,26,0,Public
1911,2:06:29,Simon KARIUKI,KEN,Tokyo (JPN),03 Mar 2024,1219,Full,63749984,25,80,Public
1133,13:22.17,Ayumu KOBAYASHI,JPN,"Denka Big Swan Stadium, Niigata (JPN)",28 Jun 2024,1130,5000m,48633881,25,0,Public
1818,1:02:04,Nehemia KIMARU,KEN,"Sale, Rabat (MAR)",21 Apr 2024,1105,Half,118346295,24,0,Public
131,1:45.74,Matthew ERICKSON,CAN,"Lincoln HS, Portland, OR (USA)",09 Jun 2024,1151,800m,61594180,24,0,Public
3527,15:31.51,Kana MIZUMOTO,JPN,"National Stadium, Tokyo (JPN)",19 May 2024,1103,5000m,93518857,24,0,Public
95,1:45.37,Daniel ROWDEN,GBR,"Le Grand Stade, Marrakech (MAR)",19 May 2024,1162,800m,12947884,23,16,Public
2625,2:01.24,Eugenie MOREL,FRA,"Stade Omnisports Schlossberg, Forbach (FRA)",26 May 2024,1140,800m,125888369,23,6,Public
2254,2:11:05,Martin CHERUIYOT,KEN,Genève (SUI),05 May 2024,1142,Full,138442441,23,0,Public
639,3:38.77,Matthew RAMSDEN,AUS,"The Crest Athletics Centre, Bankstown, Sydney (AUS)",22 Feb 2024,1123,1500m,7781937,22,0,Public
307,1:47.24,Michał ROZMYS,POL,"Stadion Śląski, Chorzów (POL)",18 May 2024,1106,800m,93724004,21,76,Public
308,1:47.24,Shyam MILAN,IND,"Tau Devi Lal Stadium, Panchkula (IND)",30 Jun 2024,1106,800m,114541490,21,24,Public
4229,2:29:12,Betty CHEPKORIR,KEN,Madrid (ESP),28 Apr 2024,1141,Full,83498883,21,0,Public
4200,2:28:23,Hasna ZAHI,MAR,Rabat (MAR),21 Apr 2024,1149,Full,131650591,21,0,Public
541,3:37.38,Joshua THOMPSON,USA,"Edwin Moses Track, Atlanta, GA (USA)",31 May 2024,1142,1500m,54213266,21,90,Public
417,3:34.53,Flavien SZOT,FRA,"Stade de Stehelin, Bordeaux (FRA)",19 Jun 2024,1181,1500m,90335432,21,0,Public
117,1:45.63,Cole HOCKER,USA,"Lincoln HS, Portland, OR (USA)",09 Jun 2024,1154,800m,94919798,20,0,Public
1690,1:01:33,Albert ROP,BRN,Istanbul (TUR),28 Apr 2024,1125,Half,11356610,20,10,Public
2472,2:13:33,Liam ADAMS,AUS,"Stade de France, Paris (FRA)",10 Aug 2024,1102,Full,58835134,20,231,Public
4221,2:28:59,Ye-jin LIM,KOR,Seoul (KOR),17 Mar 2024,1143,Full,64408318,19,0,Public
3050,4:11.37,Aimee PRATT,GBR,"Stedelijke Atletiekpiste, Ninove (BEL)",20 Jul 2024,1116,1500m,55249858,19,0,Public
3996,2:21:19,Gotytom GEBRESLASE,ETH,Hamburg (GER),28 Apr 2024,1220,Full,122178884,18,0,Public
2026,2:08:22,Toshiki SADAKATA,JPN,"Chicago, IL (USA)",13 Oct 2024,1187,Full,18672558,18,0,Public
1866,2:04:39,Mohamed ESA,ETH,"Chicago, IL (USA)",13 Oct 2024,1251,Full,40623803,18,19,Public
3001,4:09.65,Sadie SARGENT,USA,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 May 2024,1129,1500m,66787115,18,4,Public
1450,28:16.76,Ryuto UEHARA,JPN,"National Stadium, Tokyo (JPN)",09 May 2024,1106,10000m,100651551,18,0,Public
229,1:46.75,Cathal DOYLE,IRL,"Morton Stadium, Santry, Dublin (IRL)",04 May 2024,1121,800m,425908,18,141,Public
4302,2:31:19,Laura HOTTENROTT,GER,"Stade de France, Paris (FRA)",11 Aug 2024,1120,Full,45602268,17,52,Public
2722,2:02.68,Nora HAUGEN,NOR,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 May 2024,1115,800m,75485129,17,6,Public
3947,1:11:25,Anna MATSUDA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 Feb 2024,1101,Half,88255813,17,1,Public
569,3:37.78,Kane ELLIOTT,GBR,"Bislett Stadion, Oslo (NOR)",30 May 2024,1136,1500m,45123708,16,0,Public
4074,2:24:45,Munkhzaya BAYARTSOGT,MGL,Seoul (KOR),17 Mar 2024,1185,Full,80959711,16,0,Public
750,3:40.25,Kevin KAMENSCHAK,AUT,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 May 2024,1103,1500m,94300367,16,7,Public
686,3:39.53,Maxime DELVOIE,BEL,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 Jul 2024,1113,1500m,83790900,15,0,Public
3043,4:11.10,Mena SCATCHARD,GBR,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 Apr 2024,1118,1500m,75844733,15,0,Public
53,1:44.79,Callum DODDS,GBR,"Mary Peters Track, Belfast (GBR)",11 May 2024,1180,800m,27140566,14,1,Public
3324,14:43.24,Megan KEITH,GBR,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 Apr 2024,1196,5000m,98948315,14,17,Public
2093,2:09:10,Emmanuel KIPCHUMBA,KEN,Lisboa (POR),06 Oct 2024,1174,Full,125773985,14,5,Public
3675,32:35.17,Anna VIKULOVA,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",17 Aug 2024,1108,10000m,135611776,14,0,Public
1570,1:00:43,Ezekiel MUTAI,UGA,Lille (FRA),17 Mar 2024,1158,Half,52036408,14,2,Public
231,1:46.75,Henry JONAS,GBR,"Woodside Stadium, Watford (GBR)",21 Aug 2024,1121,800m,141470378,14,0,Public
1781,1:01:58,Kengo SAKAMOTO,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 Feb 2024,1108,Half,52399595,14,301,Public
2484,2:13:41,Bo LI,CHN,Berlin (GER),29 Sep 2024,1100,Full,4126824,13,1680,Public
887,8:28.25,Philemon KIPLAGAT,KEN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",22 Sep 2024,1130,3000m Steeple,129104136,13,0,Public
36,1:44.46,Sam WHITMARSH,USA,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 Mar 2024,1190,800m,845089,13,6,Public
2731,2:02.75,Martina ESCUDERO,ARG,"Altamira estadioa, Ordizia (ESP)",22 Jun 2024,1114,800m,89385282,13,0,Public
594,3:38.19,Rúben AMARAL,POR,"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",22 May 2024,1131,1500m,44556521,13,250,Public
565,3:37.73,Ahmed JAZIRI,TUN,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 Jul 2024,1137,1500m,113805420,12,0,Public
645,3:38.88,Kazuki KAWAMURA,JPN,"Yanmar Stadium Nagai, Osaka (JPN)",12 May 2024,1122,1500m,48800492,12,76,Public
3110,4:13.13,Natalie RULE,AUS,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",04 Apr 2024,1102,1500m,70775851,12,0,Public
1455,28:17.66,Ryan JOHNSON,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 May 2024,1105,10000m,8520328,12,2204,Public
385,3:33.49,Amon KEMBOI,KEN,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 Jul 2024,1196,1500m,103294525,11,0,Public
1882,2:05:41,Ronald KORIR,KEN,Hamburg (GER),28 Apr 2024,1233,Full,140902026,11,0,Public
3598,31:32.52,Sara HALL,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 Mar 2024,1163,10000m,24442277,11,1045,Public
1711,1:01:41,Haruka ONODERA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 Feb 2024,1119,Half,122999053,11,0,Public
2616,2:01.15,Malin HOELSVEEN,NOR,"Bislett Stadion, Oslo (NOR)",18 Jun 2024,1142,800m,71114244,10,0,Public
275,1:46.99,Archie DAVIS,GBR,"Woodside Stadium, Watford (GBR)",21 Aug 2024,1114,800m,87894687,10,683,Public
4314,2:31:38,Ayumi MORITA,JPN,Tokyo (JPN),03 Mar 2024,1117,Full,19379457,10,14,Public
2681,2:02.09,Gena LÖFSTRAND,RSA,"Centro Sportivo Saletti, Nembro (ITA)",19 Jun 2024,1125,800m,58991839,10,4,Public
306,1:47.22,William RABJOHNS,GBR,"Birmingham University Athletics Track, Birmingham (GBR)",06 Jul 2024,1107,800m,148441928,9,0,Public
1439,28:14.96,Valentin SOCA,URU,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 Mar 2024,1109,10000m,35490201,9,0,Public
129,1:45.71,Giovanni LAZZARO,ITA,"Stadio Quercia, Rovereto (ITA)",31 Aug 2024,1152,800m,464414,9,1982,Public
