,Athlete ID,Athlete Name,Activity ID,Activity Name,Description,Start Date,Elapsed Time,Type,Location,Distance (mi),Pace (min/mi),Time
0,46643128,Adam Spencer,10513210487,Lunch Run,,2024-01-07 11:11:04+00:00,4926,Run,"Albufeira, Portugal",10.76,6.85,1h 13m
1,46643128,Adam Spencer,10506771773,Afternoon Run,,2024-01-06 16:44:38+00:00,3078,Run,"Albufeira, Portugal",5.13,7.3,37m 28s
2,46643128,Adam Spencer,10498502852,Morning Run,,2024-01-05 12:31:07+00:00,2790,Run,"Jacksonville Beach, USA",6.35,7.3,46m 25s
3,46643128,Adam Spencer,10495679324,Afternoon Run,,2024-01-04 22:59:44+00:00,2155,Run,"Jacksonville Beach, USA",4.83,7.43,35m 55s
4,46643128,Adam Spencer,10493124320,Morning Run,,2024-01-04 14:37:12+00:00,5023,Run,"Jacksonville Beach, USA",10.75,6.4,1h 8m
5,46643128,Adam Spencer,10489356719,Evening Run,,2024-01-03 23:41:44+00:00,2155,Run,"Jacksonville Beach, USA",4.98,7.22,35m 55s
6,46643128,Adam Spencer,10486337815,Morning Run,,2024-01-03 14:32:28+00:00,3629,Run,"Jacksonville Beach, USA",8.39,7.2,1h 0m
7,46643128,Adam Spencer,10480126621,Morning Run,,2024-01-02 14:50:21+00:00,5254,Run,"Jacksonville Beach, USA",12.27,6.2,1h 16m
8,46643128,Adam Spencer,10480121145,Afternoon Run,,2024-01-01 22:44:23+00:00,2176,Run,"Jacksonville Beach, USA",5.06,7.17,36m 16s
9,46643128,Adam Spencer,10474732817,Morning Run,Met this guy who looked identical to Aaron Paul last night. Genuinely thought it was him I still think he was playing me. Wish I got a photo,2024-01-01 15:08:02+00:00,4368,Run,"Jacksonville Beach, USA",10.0,7.0,1h 10m
10,46643128,Adam Spencer,10469802619,Lunch Run,,2023-12-31 16:10:19+00:00,6053,Run,"Jacksonville Beach, USA",13.67,7.15,1h 37m
11,46643128,Adam Spencer,10556431869,Morning Run,,2024-01-14 09:50:30+00:00,6042,Run,"Albufeira, Portugal",15.0,6.5,1h 37m
12,46643128,Adam Spencer,10545055998,Afternoon Run,,2024-01-12 16:38:49+00:00,5243,Run,"Albufeira, Portugal",10.09,7.2,1h 12m
13,46643128,Adam Spencer,10538637499,Afternoon Run,,2024-01-11 16:11:14+00:00,5471,Run,"Albufeira, Portugal",3.89,8.78,34m 10s
14,46643128,Adam Spencer,10536709018,Morning Run,,2024-01-11 10:28:40+00:00,3943,Run,"Albufeira, Portugal",8.05,7.3,58m 48s
15,46643128,Adam Spencer,10530715692,Lunch Run,,2024-01-10 11:47:19+00:00,4909,Run,"Albufeira, Portugal",9.44,7.45,1h 10m
16,46643128,Adam Spencer,10525708568,Afternoon Run,,2024-01-09 16:11:40+00:00,4289,Run,"Albufeira, Portugal",7.21,7.8,56m 13s
17,46643128,Adam Spencer,10523765643,Morning Run,,2024-01-09 10:05:55+00:00,5477,Run,"Albufeira, Portugal",9.07,6.7,1h 0m
18,46643128,Adam Spencer,10519045477,Afternoon Run,,2024-01-08 15:56:27+00:00,4767,Run,"Albufeira, Portugal",9.88,6.88,1h 7m
19,46643128,Adam Spencer,10519040322,Morning Run,,2024-01-08 09:49:25+00:00,2447,Run,"Albufeira, Portugal",5.54,7.12,39m 24s
20,46643128,Adam Spencer,10593143777,Last one in Portugal,Did not find a Nandos,2024-01-20 08:44:07+00:00,6041,Run,"Albufeira, Portugal",14.06,6.78,1h 35m
21,46643128,Adam Spencer,10587654617,8 mile threshy,,2024-01-19 10:24:33+00:00,4991,Run,"Albufeira, Portugal",13.02,6.03,1h 18m
22,46643128,Adam Spencer,10583828459,Afternoon Run,,2024-01-18 16:05:38+00:00,4824,Run,"Albufeira, Portugal",8.49,7.27,1h 1m
23,46643128,Adam Spencer,10581321569,Morning Run,,2024-01-18 10:31:55+00:00,2573,Run,"Albufeira, Portugal",5.25,7.38,38m 47s
24,46643128,Adam Spencer,10575670465,Lunch Run,,2024-01-17 11:14:17+00:00,4863,Run,"Albufeira, Portugal",10.31,7.13,1h 13m
25,46643128,Adam Spencer,10572084768,Afternoon Run,,2024-01-16 16:03:00+00:00,5153,Run,"Albufeira, Portugal",6.75,7.6,51m 17s
26,46643128,Adam Spencer,10568608374,Morning Run,,2024-01-16 09:51:23+00:00,4612,Run,"Albufeira, Portugal",10.92,6.53,1h 11m
27,46643128,Adam Spencer,10564480218,Afternoon Run,,2024-01-15 16:35:20+00:00,5418,Run,"Albufeira, Portugal",9.87,7.37,1h 12m
28,46643128,Adam Spencer,10562760394,Morning Run,,2024-01-15 10:23:44+00:00,2262,Run,"Albufeira, Portugal",5.07,7.22,36m 34s
29,46643128,Adam Spencer,10642524701,Afternoon Run,,2024-01-27 20:09:20+00:00,2455,Run,"Ann Arbor, USA",4.97,8.07,40m 9s
30,46643128,Adam Spencer,10643185184,800,2nd heat coz Abdullahi Hassan was scared to race me,2024-01-27 19:15:44+00:00,109,Run,,0.49,3.65,1m 49s
31,46643128,Adam Spencer,10642522474,Afternoon Run,,2024-01-27 18:42:36+00:00,806,Run,"Ann Arbor, USA",1.37,7.48,10m 18s
32,46643128,Adam Spencer,10642521541,Pacing Bob to sub 4,,2024-01-27 18:12:44+00:00,182,Run,,0.71,4.25,3m 2s
33,46643128,Adam Spencer,10642521245,Lunch Run,,2024-01-27 17:09:51+00:00,1294,Run,"Ann Arbor, USA",2.91,7.05,20m 36s
34,46643128,Adam Spencer,10640806519,Morning Run,,2024-01-27 13:20:35+00:00,515,Run,"Ann Arbor, USA",1.04,8.12,8m 29s
35,46643128,Adam Spencer,10635266042,Afternoon Run,,2024-01-26 19:09:26+00:00,4598,Run,"Ann Arbor, USA",5.14,7.22,37m 9s
36,46643128,Adam Spencer,10633585330,Morning Run,,2024-01-26 14:09:43+00:00,2536,Run,"Ann Arbor, USA",4.5,7.6,34m 15s
37,46643128,Adam Spencer,10627181339,Morning Run,,2024-01-25 14:44:03+00:00,2247,Run,"Madison, USA",4.71,7.63,35m 59s
38,46643128,Adam Spencer,10623310494,Afternoon Run,,2024-01-24 21:04:12+00:00,4428,Run,"Madison, USA",10.0,7.12,1h 11m
39,46643128,Adam Spencer,10617177918,Track workout,Boy have I missed the shell,2024-01-23 20:50:30+00:00,3915,Run,,8.76,7.32,1h 4m
40,46643128,Adam Spencer,10610103501,Afternoon Run,,2024-01-22 21:32:12+00:00,3378,Run,"Madison, USA",7.44,7.08,52m 47s
41,46643128,Adam Spencer,10607529003,Morning Run,,2024-01-22 14:20:37+00:00,2361,Run,"Madison, USA",5.25,7.1,37m 22s
42,46643128,Adam Spencer,10683751842,Afternoon Run,,2024-02-02 23:11:55+00:00,1554,Run,"Madison, USA",3.1,7.95,24m 38s
