,Athlete ID,Athlete Name,Activity ID,Activity Name,Description,Start Date,Elapsed Time,Type,Location,Distance (km),Pace (min/km),Time
0,1478217,Jack Rayner,10508659580,Morning Run,,2024-01-06 23:20:39+00:00,6455,Run,"Melbourne, Australia",25.01,4.1,1h 42m
1,1478217,Jack Rayner,10501660852,Morning Run,,2024-01-05 22:20:48+00:00,5630,Run,"Melbourne, Australia",16.97,3.85,1h 5m
2,1478217,Jack Rayner,10495311712,Morning Run,,2024-01-04 21:16:52+00:00,3945,Run,"Alpine Shire, Australia",15.44,4.25,1h 5m
3,1478217,Jack Rayner,10490376834,Afternoon Run,,2024-01-04 06:46:02+00:00,1955,Run,"Alpine Shire, Australia",7.11,4.48,31m 52s
4,1478217,Jack Rayner,10489127459,Morning Run,,2024-01-03 21:51:35+00:00,5830,Run,"Alpine Shire, Australia",21.21,3.63,1h 17m
5,1478217,Jack Rayner,10483882174,Afternoon Run,,2024-01-03 06:32:00+00:00,2035,Run,"Alpine Shire, Australia",8.0,4.18,33m 29s
6,1478217,Jack Rayner,10483514772,Morning Run,,2024-01-02 21:40:03+00:00,4106,Run,"Alpine Shire, Australia",15.64,4.17,1h 5m
7,1478217,Jack Rayner,10476768820,Morning Run,,2024-01-01 22:19:55+00:00,6153,Run,"Melbourne, Australia",19.69,3.82,1h 15m
8,1478217,Jack Rayner,10471078370,Morning Run,,2023-12-31 23:01:23+00:00,3784,Run,"Surf Coast Shire, Australia",14.39,4.17,1h 0m
9,1478217,Jack Rayner,10553360929,Morning Run,,2024-01-13 21:33:31+00:00,7688,Run,"Melbourne, Australia",30.16,4.03,2h 1m
10,1478217,Jack Rayner,10547503176,Afternoon Run,,2024-01-13 05:46:37+00:00,1904,Run,"Melbourne, Australia",7.03,4.4,30m 58s
11,1478217,Jack Rayner,10546638639,Morning Run,,2024-01-12 22:24:41+00:00,5222,Run,"Melbourne, Australia",16.84,3.93,1h 6m
12,1478217,Jack Rayner,10540568234,Morning Run,,2024-01-11 21:39:49+00:00,3662,Run,"Melbourne, Australia",14.09,4.2,59m 13s
13,1478217,Jack Rayner,10535682397,Evening Run,,2024-01-11 07:18:54+00:00,2139,Run,"Melbourne, Australia",8.01,4.32,34m 34s
14,1478217,Jack Rayner,10535142030,Morning Run,,2024-01-10 22:20:48+00:00,6474,Run,"Melbourne, Australia",21.9,3.58,1h 18m
15,1478217,Jack Rayner,10528919895,Afternoon Run,,2024-01-10 05:30:43+00:00,2742,Run,"Melbourne, Australia",10.2,4.23,43m 16s
16,1478217,Jack Rayner,10522331516,Afternoon Run,,2024-01-09 06:15:01+00:00,1939,Run,"Melbourne, Australia",7.66,4.15,31m 48s
17,1478217,Jack Rayner,10521399515,Morning Run,,2024-01-08 22:20:56+00:00,6260,Run,"Melbourne, Australia",20.49,3.83,1h 18m
18,1478217,Jack Rayner,10516216321,Evening Run,,2024-01-08 07:03:56+00:00,1938,Run,"Melbourne, Australia",7.36,4.22,31m 1s
19,1478217,Jack Rayner,10515085412,Morning Run,,2024-01-07 22:13:35+00:00,3308,Run,"Melbourne, Australia",12.22,4.18,51m 3s
20,1478217,Jack Rayner,10598672165,Morning Run,,2024-01-20 22:01:14+00:00,6309,Run,"Falls Creek Alpine Resort, Australia",25.93,4.05,1h 45m
21,1478217,Jack Rayner,10591093171,Morning Run,,2024-01-19 22:20:03+00:00,5520,Run,"Melbourne, Australia",16.74,,1h 4m
22,1478217,Jack Rayner,10585258902,Morning Run,,2024-01-18 22:14:40+00:00,3370,Run,"Melbourne, Australia",12.2,4.25,51m 51s
23,1478217,Jack Rayner,10579462484,Morning Run,,2024-01-17 22:24:17+00:00,6354,Run,"Melbourne, Australia",22.49,3.65,1h 22m
24,1478217,Jack Rayner,10574341872,Evening Run,,2024-01-17 07:15:36+00:00,1957,Run,"Melbourne, Australia",7.44,4.25,31m 38s
25,1478217,Jack Rayner,10574341853,Morning Run,,2024-01-16 22:36:27+00:00,3645,Run,"Melbourne, Australia",14.18,4.23,1h 0m
26,1478217,Jack Rayner,10567366031,Afternoon Run,,2024-01-16 05:19:48+00:00,2156,Run,"Melbourne, Australia",7.71,4.5,34m 40s
27,1478217,Jack Rayner,10566661372,Morning Run,,2024-01-15 22:22:08+00:00,6155,Run,"Melbourne, Australia",20.26,3.83,1h 17m
28,1478217,Jack Rayner,10561573238,Evening Run,,2024-01-15 07:10:43+00:00,2036,Run,"Melbourne, Australia",7.31,4.47,32m 41s
29,1478217,Jack Rayner,10561573269,Morning Run,,2024-01-14 22:47:25+00:00,3761,Run,"Melbourne, Australia",13.87,4.33,1h 0m
30,1478217,Jack Rayner,10650434871,Morning Run,,2024-01-27 22:00:43+00:00,6302,Run,"Falls Creek Alpine Resort, Australia",25.03,4.2,1h 45m
31,1478217,Jack Rayner,10636981464,Afternoon Run,,2024-01-27 05:48:22+00:00,1855,Run,"Falls Creek Alpine Resort, Australia",7.1,4.3,30m 30s
32,1478217,Jack Rayner,10636109010,6x800 Hills ✳️,,2024-01-26 22:10:42+00:00,6467,Run,"Falls Creek Alpine Resort, Australia",19.32,,1h 22m
33,1478217,Jack Rayner,10631207605,Afternoon Run,,2024-01-26 06:01:08+00:00,2132,Run,"Falls Creek Alpine Resort, Australia",8.08,4.28,34m 37s
34,1478217,Jack Rayner,10630698890,Morning Run,,2024-01-25 22:31:18+00:00,3660,Run,"Falls Creek Alpine Resort, Australia",14.09,4.25,1h 0m
35,1478217,Jack Rayner,10623844552,3x12min Threshold,,2024-01-24 22:21:17+00:00,6332,Run,"Falls Creek Alpine Resort, Australia",21.79,3.67,1h 20m
36,1478217,Jack Rayner,10618331608,Afternoon Run,,2024-01-24 06:32:07+00:00,2081,Run,"Falls Creek Alpine Resort, Australia",8.26,4.18,34m 31s
37,1478217,Jack Rayner,10617055669,Morning Run,,2024-01-23 22:30:54+00:00,3739,Run,"Alpine National Park, Australia",14.67,4.17,1h 1m
38,1478217,Jack Rayner,10612041077,Afternoon Run,,2024-01-23 06:30:25+00:00,2118,Run,"Falls Creek Alpine Resort, Australia",8.26,4.22,34m 49s
39,1478217,Jack Rayner,10610521869,Morning Run,,2024-01-22 22:22:42+00:00,5877,Run,"Falls Creek Alpine Resort, Australia",18.19,3.85,1h 9m
40,1478217,Jack Rayner,10605594325,Afternoon Run,,2024-01-22 06:30:31+00:00,2155,Run,"Falls Creek Alpine Resort, Australia",8.32,4.3,35m 45s
41,1478217,Jack Rayner,10604647552,Morning Run,,2024-01-21 22:30:07+00:00,3770,Run,"Alpine National Park, Australia",14.58,4.28,1h 2m
42,1478217,Jack Rayner,10691078689,Pretty Valley 🧇,📸- Riley Wolff (Hills),2024-02-03 22:00:11+00:00,6371,Run,"Falls Creek Alpine Resort, Australia",25.29,4.1,1h 43m
43,1478217,Jack Rayner,10684068859,Morning Run,,2024-02-02 22:14:47+00:00,6216,Run,"Falls Creek Alpine Resort, Australia",19.35,,1h 19m
44,1478217,Jack Rayner,10678901502,Evening Hike,,2024-02-02 06:33:39+00:00,2146,Run,"Falls Creek Alpine Resort, Australia",8.4,4.17,35m 0s
45,1478217,Jack Rayner,10683171110,Morning Run,,2024-02-01 23:00:51+00:00,3723,Run,"Alpine Shire, Australia",14.23,4.22,1h 0m
46,1478217,Jack Rayner,10671188393,Morning Run,,2024-01-31 22:19:19+00:00,6342,Run,"Falls Creek Alpine Resort, Australia",22.55,3.58,1h 20m
47,1478217,Jack Rayner,10665737258,Evening Run,,2024-01-31 07:30:22+00:00,1818,Run,"Falls Creek Alpine Resort, Australia",7.06,4.27,30m 6s
48,1478217,Jack Rayner,10664150742,Morning Run,,2024-01-30 22:30:43+00:00,3704,Run,"Alpine National Park, Australia",14.47,4.18,1h 0m
