Athlete ID,Name,Week Number,Date Range,Distance (km),Time,Elevation (m)
4814818.0,Adam FOGG,45,Activities for 4 Nov 2024 - 10 Nov 2024,142.9,10h 15m,1059.0
4814818.0,Adam FOGG,46,Activities for 11 Nov 2024 - 17 Nov 2024,128.0,8h 47m,608.0
4814818.0,Adam FOGG,47,Activities for 18 Nov 2024 - 24 Nov 2024,106.7,7h 28m,482.0
4814818.0,Adam FOGG,48,Activities for 25 Nov 2024 - 1 Dec 2024,130.6,9h 7m,449.0
4814818.0,Adam FOGG,49,Activities for 2 Dec 2024 - 8 Dec 2024,131.7,9h 10m,253.0
4814818.0,Adam FOGG,50,Activities for 9 Dec 2024 - 15 Dec 2024,142.2,9h 30m,263.0
4814818.0,Adam FOGG,51,Activities for 16 Dec 2024 - 22 Dec 2024,125.1,8h 26m,181.0
4814818.0,Adam FOGG,52,Activities for 23 Dec 2024 - 29 Dec 2024,113.6,7h 52m,292.0
4814818.0,Adam FOGG,45,Activities for 4 Nov 2024 - 10 Nov 2024,142.9,10h 15m,1059.0
4814818.0,Adam FOGG,46,Activities for 11 Nov 2024 - 17 Nov 2024,128.0,8h 47m,608.0
4814818.0,Adam FOGG,47,Activities for 18 Nov 2024 - 24 Nov 2024,106.7,7h 28m,482.0
4814818.0,Adam FOGG,48,Activities for 25 Nov 2024 - 1 Dec 2024,130.6,9h 7m,449.0
4814818.0,Adam FOGG,49,Activities for 2 Dec 2024 - 8 Dec 2024,131.7,9h 10m,253.0
4814818.0,Adam FOGG,50,Activities for 9 Dec 2024 - 15 Dec 2024,142.2,9h 30m,263.0
4814818.0,Adam FOGG,51,Activities for 16 Dec 2024 - 22 Dec 2024,125.1,8h 26m,181.0
4814818.0,Adam FOGG,52,Activities for 23 Dec 2024 - 29 Dec 2024,113.6,7h 52m,292.0
4928335.0,JP FLAVIN,45,Activities for 4 Nov 2024 - 10 Nov 2024,122.6,7h 54m,685.0
4928335.0,JP FLAVIN,46,Activities for 11 Nov 2024 - 17 Nov 2024,166.0,10h 40m,829.0
4928335.0,JP FLAVIN,47,Activities for 18 Nov 2024 - 24 Nov 2024,169.8,11h 3m,948.0
4928335.0,JP FLAVIN,48,Activities for 25 Nov 2024 - 1 Dec 2024,178.2,12h 1m,527.0
4928335.0,JP FLAVIN,49,Activities for 2 Dec 2024 - 8 Dec 2024,121.9,7h 49m,720.0
4928335.0,JP FLAVIN,50,Activities for 9 Dec 2024 - 15 Dec 2024,109.1,7h 13m,638.0
4928335.0,JP FLAVIN,51,Activities for 16 Dec 2024 - 22 Dec 2024,191.7,12h 33m,1160.0
4928335.0,JP FLAVIN,52,Activities for 23 Dec 2024 - 29 Dec 2024,180.5,11h 50m,1537.0
45537525.0,Thomas BRIDGER,45,Activities for 3 Feb 2025 - 9 Feb 2025,24.0,1h 33m,53.0
45537525.0,Thomas BRIDGER,46,Activities for 11 Nov 2024 - 17 Nov 2024,83.2,6h 6m,518.0
45537525.0,Thomas BRIDGER,47,Activities for 18 Nov 2024 - 24 Nov 2024,54.7,4h 20m,401.0
45537525.0,Thomas BRIDGER,48,Activities for 3 Feb 2025 - 9 Feb 2025,24.0,1h 33m,53.0
45537525.0,Thomas BRIDGER,49,Activities for 2 Dec 2024 - 8 Dec 2024,128.7,9h 4m,954.0
45537525.0,Thomas BRIDGER,50,Activities for 3 Feb 2025 - 9 Feb 2025,24.0,1h 33m,53.0
45537525.0,Thomas BRIDGER,51,Activities for 16 Dec 2024 - 22 Dec 2024,107.3,7h 42m,322.0
45537525.0,Thomas BRIDGER,52,Activities for 23 Dec 2024 - 29 Dec 2024,120.2,8h 59m,457.0
