,Athlete ID,Athlete Name,Activity ID,Activity Name,Description,Start Date,Elapsed Time,Type,Location,Distance (mi),Pace (min/mi),Time
0,103535340,Yukichi Ishii,10516368877,Morning Run,,2024-01-06 14:16:59+00:00,2876,Run,"Patton Township, USA",6.3,7.43,46m 53s
1,103535340,Yukichi Ishii,10500138952,Night Run,,2024-01-05 17:41:59+00:00,1850,Run,,3.25,9.45,30m 47s
2,103535340,Yukichi Ishii,10494926620,Afternoon Run,,2024-01-04 19:06:36+00:00,3182,Run,"College Township, USA",8.08,6.43,51m 58s
3,103535340,Yukichi Ishii,10488464772,Morning Run,,2024-01-02 20:37:15+00:00,2093,Run,,5.18,6.73,34m 53s
4,103535340,Yukichi Ishii,10552598269,Afternoon Run,,2024-01-13 20:06:22+00:00,1285,Run,"College Township, USA",3.14,6.8,21m 23s
5,103535340,Yukichi Ishii,10545804528,Morning Run,,2024-01-12 20:56:06+00:00,273,Run,,0.56,8.05,4m 33s
6,103535340,Yukichi Ishii,10545804025,Afternoon Run,,2024-01-12 19:42:13+00:00,2660,Run,"College Township, USA",6.01,7.17,43m 6s
7,103535340,Yukichi Ishii,10540646217,Afternoon Run,,2024-01-11 20:31:44+00:00,3180,Run,"College Township, USA",7.11,6.8,48m 23s
8,103535340,Yukichi Ishii,10527321615,Morning Run,,2024-01-09 21:37:30+00:00,1043,Run,,3.14,5.52,17m 23s
9,103535340,Yukichi Ishii,10520407021,Afternoon Run,,2024-01-08 20:11:20+00:00,3198,Run,"College Township, USA",8.0,6.47,51m 44s
10,103535340,Yukichi Ishii,10624869634,Afternoon Run,,2024-01-20 19:23:21+00:00,477,Run,"Ann Arbor, USA",0.72,10.28,7m 27s
11,103535340,Yukichi Ishii,10624869397,Lunch Run,,2024-01-20 17:34:45+00:00,926,Run,"Ann Arbor, USA",2.29,6.67,15m 20s
12,103535340,Yukichi Ishii,10591005509,Evening Run,,2024-01-19 23:23:39+00:00,261,Run,,0.53,7.75,4m 9s
13,103535340,Yukichi Ishii,10590904927,Afternoon Run,,2024-01-19 22:22:05+00:00,2508,Run,"Ann Arbor, USA",5.43,7.53,40m 54s
14,103535340,Yukichi Ishii,10584584452,Afternoon Run,,2024-01-18 19:35:54+00:00,4089,Run,"College Township, USA",7.99,7.87,1h 2m
15,103535340,Yukichi Ishii,10572492102,Afternoon Run,,2024-01-16 21:35:27+00:00,1902,Run,,3.63,8.05,29m 14s
16,103535340,Yukichi Ishii,10572226563,Afternoon Run,,2024-01-16 20:57:09+00:00,903,Run,,1.4,10.75,15m 3s
17,103535340,Yukichi Ishii,10565402736,Lunch Run,,2024-01-15 17:40:46+00:00,3377,Run,"College Township, USA",8.0,6.57,52m 35s
18,103535340,Yukichi Ishii,10644216143,Afternoon Run,,2024-01-27 18:11:09+00:00,1168,Run,"College Township, USA",2.81,6.9,19m 28s
19,103535340,Yukichi Ishii,10636103273,Evening Run,,2024-01-26 23:50:15+00:00,879,Run,"College Township, USA",2.06,6.72,13m 54s
20,103535340,Yukichi Ishii,10630535194,Afternoon Run,,2024-01-25 21:25:21+00:00,245,Run,,0.65,6.02,3m 57s
21,103535340,Yukichi Ishii,10630535141,Afternoon Run,,2024-01-25 20:23:48+00:00,2435,Run,"College Township, USA",5.59,7.15,39m 59s
22,103535340,Yukichi Ishii,10624870423,Afternoon Run,,2024-01-22 20:14:12+00:00,2317,Run,"College Township, USA",4.99,7.33,36m 39s
23,103535340,Yukichi Ishii,10697262567,Afternoon Run,,2024-02-04 19:01:42+00:00,1766,Run,"Patton Township, USA",3.99,7.37,29m 26s
24,103535340,Yukichi Ishii,10691258218,Afternoon Run,,2024-02-03 20:43:32+00:00,1860,Run,"College Township, USA",4.0,7.32,29m 18s
25,103535340,Yukichi Ishii,10691257611,Afternoon Run,,2024-02-03 19:04:23+00:00,854,Run,"College Township, USA",2.09,6.75,14m 8s
26,103535340,Yukichi Ishii,10663655350,Afternoon Run,,2024-01-30 21:42:51+00:00,1163,Run,,1.22,12.07,14m 50s
27,103535340,Yukichi Ishii,10663433864,Afternoon Run,,2024-01-30 20:55:37+00:00,1418,Run,"College Township, USA",3.17,7.15,22m 41s
28,103535340,Yukichi Ishii,10876215624,Afternoon Run,,2024-02-10 21:37:58+00:00,1247,Run,"Boston, USA",2.95,6.98,20m 35s
29,103535340,Yukichi Ishii,10876214365,Lunch Run,,2024-02-10 17:03:31+00:00,311,Run,"Boston, USA",0.58,8.72,5m 6s
30,103535340,Yukichi Ishii,10876214109,Afternoon Run,,2024-02-08 21:28:38+00:00,2863,Run,"Boston, USA",6.41,7.12,45m 43s
31,103535340,Yukichi Ishii,10876217131,Afternoon Run,,2024-02-13 20:55:23+00:00,1808,Run,"College Township, USA",4.73,6.33,30m 0s
32,103535340,Yukichi Ishii,10876218972,Afternoon Run,,2024-02-13 21:49:18+00:00,1859,Run,"College Township, USA",2.31,13.25,30m 38s
33,103535340,Yukichi Ishii,10876219850,Night Run,,2024-02-22 18:35:58+00:00,1801,Run,,4.11,7.3,30m 1s
34,103535340,Yukichi Ishii,10876223644,Morning Run,,2024-03-02 15:56:54+00:00,1931,Run,"College Township, USA",6.08,5.17,31m 29s
35,103535340,Yukichi Ishii,10876222523,Morning Run,,2024-03-02 15:17:24+00:00,2225,Run,"College Township, USA",4.33,8.53,36m 58s
36,103535340,Yukichi Ishii,10876221895,Afternoon Run,,2024-03-01 19:38:22+00:00,2794,Run,"College Township, USA",7.09,6.52,46m 14s
37,103535340,Yukichi Ishii,10931875597,Lunch Run,,2024-03-10 16:58:23+00:00,921,Run,"Anne Arundel County, USA",2.0,7.67,15m 21s
38,103535340,Yukichi Ishii,10923384573,Morning Run,,2024-03-09 13:13:49+00:00,4909,Run,"Anne Arundel County, USA",12.0,6.67,1h 19m
39,103535340,Yukichi Ishii,10917074186,Morning Run,,2024-03-08 15:44:32+00:00,1137,Run,"Anne Arundel County, USA",1.97,9.57,18m 52s
40,103535340,Yukichi Ishii,10916859715,Morning Run,,2024-03-08 14:51:03+00:00,2132,Run,"Anne Arundel County, USA",5.62,5.62,31m 32s
41,103535340,Yukichi Ishii,10916556361,Morning Run,,2024-03-08 14:11:18+00:00,1198,Run,"Anne Arundel County, USA",2.68,7.25,19m 28s
42,103535340,Yukichi Ishii,10910631051,Morning Run,,2024-03-07 15:42:04+00:00,3175,Run,"Anne Arundel County, USA",7.58,6.47,49m 2s
43,103535340,Yukichi Ishii,10910629063,Lunch Run,,2024-03-06 16:45:19+00:00,2372,Run,"Anne Arundel County, USA",5.28,7.32,38m 40s
44,103535340,Yukichi Ishii,10908313010,Afternoon Run,,2024-03-04 19:10:32+00:00,2820,Run,"College Township, USA",7.14,6.55,46m 47s
45,103535340,Yukichi Ishii,10972723904,Morning Run,New blister joined my party on my heel,2024-03-16 14:24:40+00:00,5224,Run,"Porter Township, USA",13.99,6.0,1h 24m
