,Athlete ID,Athlete Name,Activity ID,Activity Name,Description,Start Date,Elapsed Time,Type,Location,Distance (mi),Pace (min/mi),Time
0,37674562,Peter Smith,10514586728,First 100k week in along time,Forgot to record first,2024-01-07 19:52:09+00:00,4305,Run,"Dartmouth, Canada",8.54,6.95,59m 25s
1,37674562,Peter Smith,10514604412,Missing 2.6k,,2024-01-07 20:35:01+00:00,780,Run,,1.61,8.05,13m 0s
2,37674562,Peter Smith,10504148170,Morning Run,,2024-01-06 10:53:24+00:00,2641,Run,"Dartmouth, Canada",6.22,7.08,44m 1s
3,37674562,Peter Smith,10498027724,Easy Morning Run,+ a few struggle strides and found fiver,2024-01-05 11:19:43+00:00,2328,Run,"Dartmouth, Canada",4.98,7.7,38m 21s
4,37674562,Peter Smith,10495438219,Easy run home 🤙,,2024-01-04 22:19:42+00:00,1784,Run,"Halifax, Canada",3.77,7.78,29m 25s
5,37674562,Peter Smith,10489085508,First Wednesday Hares run of 2024,The temp really dropped in an hour,2024-01-03 22:01:15+00:00,4848,Run,"Waverley, Canada",5.4,11.55,1h 2m
6,37674562,Peter Smith,10488622174,Pre Hares,,2024-01-03 20:36:18+00:00,4395,Run,"Waverley, Canada",5.97,,1h 1m
7,37674562,Peter Smith,10481242562,Purcell Cove Rollers,Tough but felt good. 18k below MP,2024-01-02 18:08:42+00:00,4274,Run,"Halifax, Canada",11.22,6.35,1h 11m
8,37674562,Peter Smith,10474567347,CHR & Hares 24 for 2024,Training block for Freddy starts today 🔥 thanks Mike Vandenbrand for hosting and thanks Made By Local for the snacks,2024-01-01 13:34:38+00:00,10079,Run,"Cole Harbour, Canada",14.91,8.95,2h 13m
9,37674562,Peter Smith,10558906265,Sunday long run,"Thanks to everyone who came out to Aerobics First run this morning and supported the store. Over 50 people turned up, next time more bagels. Shout out to Mike and Cole Harbour Runners for leading the beginner group 🙏 Got a little carried away with the pace",2024-01-14 16:06:44+00:00,5239,Run,"Dartmouth, Canada",12.53,6.78,1h 24m
10,37674562,Peter Smith,10549179651,Morning Run,What a sunrise 🌅,2024-01-13 10:33:52+00:00,4336,Run,"Dartmouth, Canada",9.5,7.48,1h 11m
11,37674562,Peter Smith,10543027088,More morning KMs,,2024-01-12 10:52:25+00:00,4517,Run,"Halifax, Canada",10.28,7.32,1h 15m
12,37674562,Peter Smith,10536801081,Easy morning kms,Featuring a lovely Point Pleasant sunrise.,2024-01-11 10:49:59+00:00,4881,Run,"Halifax, Canada",9.94,7.85,1h 18m
13,37674562,Peter Smith,10531482345,Tready,15% - 1085m 🆙,2024-01-10 14:45:45+00:00,2184,Run,,3.1,11.72,36m 24s
14,37674562,Peter Smith,10524538305,"Week 2, long run #2",Below MP,2024-01-09 13:08:34+00:00,4766,Run,"Dartmouth, Canada",12.44,6.38,1h 19m
15,37674562,Peter Smith,10602808130,Finishing up Sunday Runday,36:31 10k and topping up to 100k for the week.,2024-01-21 16:03:59+00:00,2628,Run,"Dartmouth, Canada",7.15,6.08,43m 31s
16,37674562,Peter Smith,10601902315,All Out Trail Racing’s Pick & Shovel Showdown Preview 🐇,"Great people, big turnout and fun times.",2024-01-21 12:20:43+00:00,7188,Run,"Waverley, Canada",10.12,10.6,1h 47m
17,37674562,Peter Smith,10593532295,Morning Run,,2024-01-20 10:42:28+00:00,3174,Run,"Dartmouth, Canada",7.03,7.5,52m 46s
18,37674562,Peter Smith,10587472653,Looking forward to spring,,2024-01-19 10:36:31+00:00,2867,Run,"Dartmouth, Canada",7.09,6.52,46m 11s
19,37674562,Peter Smith,10581387219,Easy morning KMs,,2024-01-18 10:32:27+00:00,3453,Run,"Dartmouth, Canada",6.39,8.85,56m 39s
20,37674562,Peter Smith,10579168739,Hares make a Hare,"Thanks to everyone who comes out and supports us. Rain, shine, warm or cold there is always a big crew. 40+",2024-01-17 22:02:59+00:00,4668,Run,"Halifax, Canada",5.23,11.62,1h 0m
21,37674562,Peter Smith,10578594338,Pre Hares,Featuring Mike and Steve,2024-01-17 18:55:56+00:00,9098,Run,"Halifax, Canada",13.59,9.4,2h 7m
22,37674562,Peter Smith,10570108689,Week 3,Beauty of a snowy run w/Mike ❄️,2024-01-16 14:35:27+00:00,4553,Run,"Lakeside, Canada",5.94,,1h 11m
23,37674562,Peter Smith,10648322813,That is a wrap - Pick & Shovel Showdown 2024,"What an impressive day of running yesterday and I just deflagged the course, picked up no litter as there was none. Thank you 🙏",2024-01-28 14:55:44+00:00,3527,Run,"Waverley, Canada",4.09,9.87,40m 21s
24,37674562,Peter Smith,10642976635,1 lap with Julia.,,2024-01-27 21:27:24+00:00,4178,Run,"Waverley, Canada",5.01,13.37,1h 7m
25,37674562,Peter Smith,10642053216,Checking out the racers,,2024-01-27 18:29:31+00:00,2089,Run,"Waverley, Canada",3.7,,30m 24s
26,37674562,Peter Smith,10641872949,Chasing the lead pack,,2024-01-27 16:06:46+00:00,1613,Run,"Waverley, Canada",2.21,9.0,19m 59s
27,37674562,Peter Smith,10641899359,Course marking,,2024-01-27 12:57:15+00:00,4164,Run,"Waverley, Canada",3.88,,39m 37s
28,37674562,Peter Smith,10623743666,HFX Hares at Long Lake,"Wrong turns, tights trails and fun times. 

Thanks to everyone who showed up, big numbers again. Bad navigation and herding today 🤦",2024-01-24 22:02:32+00:00,5788,Run,"Halifax, Canada",5.45,13.65,1h 14m
29,37674562,Peter Smith,10623078370,Pre Hares,Ft Steve. Thanks to The Eastwood’s for the amazing Pick & Shovel Showdown mugs,2024-01-24 19:40:18+00:00,6596,Run,"Halifax, Canada",10.51,9.98,1h 45m
30,37674562,Peter Smith,10614194817,Week 4 Begins,Awesome time on the trails with Mike V,2024-01-23 14:33:37+00:00,4402,Run,"Head of St. Margarets Bay, Canada",6.53,,1h 6m
31,37674562,Peter Smith,10697215360,Lil tour of Dartmouth,,2024-02-04 18:21:06+00:00,3699,Run,"Dartmouth, Canada",6.47,9.37,1h 0m
32,37674562,Peter Smith,10687745894,13% incline,"10 running 2mins walk
Sweaty.",2024-02-03 13:49:58+00:00,2104,Run,,3.57,9.8,35m 4s
33,37674562,Peter Smith,10679892972,Morning Run,,2024-02-02 10:37:03+00:00,2744,Run,"Dartmouth, Canada",6.46,7.05,45m 33s
34,37674562,Peter Smith,10673661325,Morning Run,,2024-02-01 11:14:30+00:00,2917,Run,"Dartmouth, Canada",6.22,7.78,48m 28s
35,37674562,Peter Smith,10670970793,Snow Hares,"Great run, lots of people, lots of snow.",2024-01-31 22:04:26+00:00,3913,Run,"Lakeside, Canada",3.98,,50m 54s
36,37674562,Peter Smith,10671557457,Pre Hares,Ft Steve & Heather,2024-01-31 18:58:21+00:00,9480,Run,"Lakeside, Canada",12.43,11.38,2h 21m
37,37674562,Peter Smith,10661063120,Tuesday w/Mike,Week 5 begins. A month in and very happy how Freddy training is going.,2024-01-30 14:45:22+00:00,3580,Run,"Herring Cove, Canada",4.79,11.68,55m 58s
38,37674562,Peter Smith,10743721931,Run home,Picking the pace up a little after a couple easier runs today.,2024-02-11 21:13:33+00:00,1432,Run,"Halifax, Canada",3.73,6.3,23m 31s
39,37674562,Peter Smith,10740241735,Part of the A1 run.,,2024-02-11 12:06:54+00:00,1499,Run,"Halifax, Canada",3.22,7.22,23m 13s
40,37674562,Peter Smith,10739656506,Bagel Run.,,2024-02-11 10:06:30+00:00,4560,Run,"Dartmouth, Canada",5.1,8.1,41m 24s
41,37674562,Peter Smith,10736698882,Afternoon Run,,2024-02-10 21:16:14+00:00,2101,Run,"Halifax, Canada",4.98,6.77,33m 43s
42,37674562,Peter Smith,10730235853,Evening Run,,2024-02-09 23:10:47+00:00,1806,Run,"Halifax, Canada",3.71,7.93,29m 29s
43,37674562,Peter Smith,10724236690,Run - ferry - run,Just recorded it to collect some minutes for the 3Mile February Fitness Challenge,2024-02-08 22:30:29+00:00,2051,Run,"Halifax, Canada",2.2,8.53,18m 47s
44,37674562,Peter Smith,10718000049,Hares kind of a run,More post holeing than packed down trail but still a good time. Thanks to everyone who came out tonight,2024-02-07 22:02:25+00:00,4060,Run,"Waverley, Canada",3.22,12.82,41m 18s
45,37674562,Peter Smith,10717572361,Pre Hares - speed work 😂,,2024-02-07 21:14:50+00:00,1550,Run,"Waverley, Canada",1.77,12.77,22m 42s
46,37674562,Peter Smith,10710368857,1.5k WU // 5k @ 18:30 // 2k CD,First little test of some On Cloudrunners . A lot firmer than most my shoes,2024-02-06 19:48:37+00:00,2154,Run,"Dartmouth, Canada",5.41,6.58,35m 39s
47,37674562,Peter Smith,10708127274,Tuesday w/Mike,Shout out to all the snowshoers,2024-02-06 14:08:43+00:00,3331,Run,"Lakeside, Canada",4.38,,52m 29s
48,37674562,Peter Smith,10703604636,A little bonus Monday run,,2024-02-05 19:55:54+00:00,3367,Run,"Dartmouth, Canada",6.42,8.42,54m 4s
49,37674562,Peter Smith,10787757317,Cole Harbour Runners x HFX Hares.,Good time and a beautiful morning,2024-02-18 13:32:33+00:00,4933,Run,"Cole Harbour, Canada",6.11,10.93,1h 6m
50,37674562,Peter Smith,10786903900,Pre Hares,,2024-02-18 12:11:31+00:00,3113,Run,"Cole Harbour, Canada",6.71,7.53,50m 37s
51,37674562,Peter Smith,10783170989,Evening Run,,2024-02-17 22:00:03+00:00,2942,Run,"Dartmouth, Canada",6.54,7.32,47m 55s
52,37674562,Peter Smith,10775978592,1/2k WU // 5k tempo 18:34 // 1k CD,72 of 100 spots sold for The Callous Crow in the first hour,2024-02-16 22:28:35+00:00,1570,Run,"Halifax, Canada",4.04,6.3,25m 30s
53,37674562,Peter Smith,10772189545,Easy morning KMs,,2024-02-16 10:04:29+00:00,3275,Run,"Dartmouth, Canada",6.23,7.95,49m 34s
54,37674562,Peter Smith,10766085231,Easy morning KMs,,2024-02-15 10:53:43+00:00,4549,Run,"Halifax, Canada",8.3,8.25,1h 8m
55,37674562,Peter Smith,10761774547,Treadmill workout ☠️ ☠️ ☠️,"2033 m elevation 
15% incline the whole time. 
6.20pace while running with a few walk breaks",2024-02-14 16:15:33+00:00,3480,Run,,4.78,12.12,58m 0s
