,Athlete ID,Athlete Name,Activity ID,Activity Name,Description,Start Date,Elapsed Time,Type,Location,Distance (mi),Pace (min/mi),Time
0,23295862,Clayton Young,10506892991,Big Thanks to Todd Freaking Garner,"Pickup miles 19 to 23. 4:49, 4:51, 4:44, 4:41.
It was snowy and icy out there so we quickly defaulted to the airport road with Todd blocking the right lane. Incredible crew given the weather. ASICS Novablast 3 Trail shoes came in clutch today.",2024-01-06 15:26:06+00:00,9539,Run,"Provo, USA",25.03,5.7,2h 22m
1,23295862,Clayton Young,10506898545,Afternoon Run,,2024-01-06 00:10:43+00:00,2522,Run,,6.0,7.0,42m 2s
2,23295862,Clayton Young,10499726594,Justin Hedin,,2024-01-05 15:39:21+00:00,4617,Run,"Provo, USA",10.39,7.08,1h 13m
3,23295862,Clayton Young,10495941140,Sweaty,,2024-01-04 23:54:35+00:00,2653,Run,,6.01,6.78,40m 48s
4,23295862,Clayton Young,10494568310,4x800,"2:16, 2:14, 2:10, 2:05
Something easy post big workout and before big long run.
Working out on the indoor track always makes me want to do indoor again.
Only warmup and cool down mileage. Short about 3 miles.",2024-01-04 15:12:58+00:00,7168,Run,"Provo, USA",8.98,7.38,1h 6m
5,23295862,Clayton Young,10494611489,Missed mileage,,2024-01-04 15:45:37+00:00,1301,Run,,3.1,7.0,21m 41s
6,23295862,Clayton Young,10489257977,Brotherhood,,2024-01-03 22:12:21+00:00,6222,Run,"Provo, USA",12.2,7.12,1h 26m
7,23295862,Clayton Young,10482926096,90%,,2024-01-02 23:46:43+00:00,2481,Run,"Springville, USA",5.03,7.05,35m 27s
8,23295862,Clayton Young,10480927995,13 Mile PMP,"4:48, 50, 49, 50, 53, 50, 49, 50, 52, 56, 51, 55, 56
I'll take it. Good to practice running solo. Woke up with my lowest recovery of the build still fighting sickness. Bottles at mile 5 and 10.",2024-01-02 16:10:28+00:00,8284,Run,"Provo, USA",18.71,5.68,1h 46m
9,23295862,Clayton Young,10476721317,I Saw A Cybertruck,,2024-01-01 23:50:50+00:00,2636,Run,"Springville, USA",6.08,6.83,41m 33s
10,23295862,Clayton Young,10475284620,No Sick Days,This sucks. But I appreciate the gentle reminder that health is wealth.,2024-01-01 17:16:12+00:00,5405,Run,"Provo, USA",13.16,6.58,1h 26m
11,23295862,Clayton Young,10551867311,The Anvil,"Or the hammer.
Heck of a crew today. Even more impressive with the weather. As always, big shout out to coach and to Todd for bottle support.",2024-01-13 15:18:01+00:00,8519,Run,"Provo, USA",23.03,5.75,2h 12m
12,23295862,Clayton Young,10546650550,Perseverance with Purpose,,2024-01-12 23:39:20+00:00,2478,Run,,6.0,6.88,41m 18s
13,23295862,Clayton Young,10544528149,Good Footing Brad,,2024-01-12 15:23:17+00:00,4558,Run,"Mapleton, USA",10.03,7.5,1h 15m
14,23295862,Clayton Young,10540304281,4x3 Mile,"4:47, 4:47, 4:42 || 4:46, 4:45, 4:41 || 4:46, 4:45, 4:44 || 4:37, 4:39, 4:39
About 4 minutes rest. Feeling really good. Then it hurt.",2024-01-11 19:41:50+00:00,8598,Run,"Provo, USA",18.04,6.02,1h 48m
15,23295862,Clayton Young,10538091896,Rabbit R1,,2024-01-11 15:42:15+00:00,2171,Run,,5.01,6.95,34m 52s
16,23295862,Clayton Young,10534644213,More Clothing,,2024-01-11 00:17:01+00:00,2511,Run,,6.02,6.95,41m 51s
17,23295862,Clayton Young,10532468473,Embrace the Weather,,2024-01-10 15:41:37+00:00,5436,Run,"Provo, USA",12.04,6.73,1h 21m
18,23295862,Clayton Young,10527931150,12x1000,"2:53, 49, 49, 49, 48, 49, 51, 50, 49, 47, 50, 51, 44
First time ever doing this on the road. 60 sec rest. Great crew. Beautiful weather. Watch out for Kenneth Rooks come track!",2024-01-09 22:00:44+00:00,7538,Run,"Provo, USA",14.3,6.85,1h 37m
19,23295862,Clayton Young,10525793716,Meb Vibes,Anyone know where I can find the 2008 US Olympic Trials Marathon full replay???,2024-01-09 16:50:22+00:00,2553,Run,,6.0,7.08,42m 33s
20,23295862,Clayton Young,10521124658,2020 Olympic Trials Training Loop,,2024-01-08 22:39:57+00:00,2687,Run,"Mapleton, USA",6.07,7.23,43m 54s
21,23295862,Clayton Young,10519061771,Comercial Real Estate Running Team,,2024-01-08 15:54:19+00:00,6113,Run,"Provo, USA",14.03,6.77,1h 35m
22,23295862,Clayton Young,10735383449,Todd Time,,2024-02-10 16:08:30+00:00,3942,Run,"Springville, USA",7.43,7.92,58m 49s
23,23295862,Clayton Young,10725017084,BYU TV,,2024-02-08 18:04:12+00:00,2301,Run,"Provo, USA",5.04,7.18,36m 17s
24,23295862,Clayton Young,10718023793,BYU Boys,Back to my roots. My legs feel shot. As they should.,2024-02-07 22:19:18+00:00,1403,Run,"Provo, USA",3.15,7.38,23m 15s
25,23295862,Clayton Young,10783763873,Yes yes yes!,,2024-02-18 01:03:33+00:00,2199,Run,"Springville, USA",5.08,7.07,35m 55s
26,23295862,Clayton Young,10773834539,Grounding,,2024-02-16 14:34:32+00:00,4492,Run,"Provo, USA",10.13,7.3,1h 13m
27,23295862,Clayton Young,10768448354,Governor Cox also ran 7 miles this morning.,No joke.,2024-02-15 17:41:47+00:00,3091,Run,"Springville, USA",7.18,7.13,51m 17s
28,23295862,Clayton Young,10761723396,Run with Meb,Four Olympians. One just happens to be a four-time Olympian.,2024-02-14 16:27:09+00:00,3382,Run,"Provo, USA",6.91,7.58,52m 24s
29,23295862,Clayton Young,10754305859,Conner Made Me Do It,,2024-02-13 14:39:39+00:00,4744,Run,"Mapleton, USA",9.26,7.17,1h 6m
30,23295862,Clayton Young,10747713205,Can I get a car sponsor?,,2024-02-12 15:22:42+00:00,3029,Run,"Mapleton, USA",7.21,6.88,49m 39s
31,23295862,Clayton Young,10828058111,Miles Batty,,2024-02-24 14:13:33+00:00,5799,Run,"Provo, USA",15.1,6.07,1h 31m
32,23295862,Clayton Young,10822545048,Lay Your Cards,We did 6x100 m strides with Anna Camp Bennett. She beat me on every one.,2024-02-23 19:35:39+00:00,5509,Run,"Provo, USA",10.1,6.9,1h 9m
33,23295862,Clayton Young,10817309787,8 Mile Power Run,"5:04, 4:59, 4:57, 5:00, 4:54, 4:59, 4:56, 4:56
Kept it steady. Working out with Casey Clinger and Mantz. One more workout than I expected to do this week. Legs felt trash. Lungs felt great.",2024-02-22 22:16:54+00:00,5259,Run,"Provo, USA",11.31,5.85,1h 6m
34,23295862,Clayton Young,10810743628,Talent is Useless,,2024-02-21 22:10:43+00:00,2198,Run,"Springville, USA",5.08,7.13,36m 18s
35,23295862,Clayton Young,10808728910,Define and Refine,,2024-02-21 16:10:15+00:00,4647,Run,"Springville, USA",10.06,6.88,1h 9m
36,23295862,Clayton Young,10804343112,2x2 Mile,"4:54, 4:54 | 4:48, 4:49
I wasn't planning on this workout till coach called about 1:30 p.m. I decided to give it a whirl and had low expectations. Kept it chill. My gut definitely wasn't prepared...",2024-02-20 22:21:48+00:00,5432,Run,"Provo, USA",9.54,6.58,1h 2m
37,23295862,Clayton Young,10800835630,Speech Practice,,2024-02-20 14:36:46+00:00,2266,Run,"Springville, USA",5.08,7.08,36m 2s
38,23295862,Clayton Young,10795129934,So it begins.,,2024-02-19 17:13:40+00:00,3606,Run,"Springville, USA",8.06,6.9,55m 39s
39,23295862,Clayton Young,10876292829,Walk the Line,Slow progression to let the Achilles warm up.,2024-03-02 17:47:17+00:00,4025,Run,,10.0,6.7,1h 7m
40,23295862,Clayton Young,10868041182,Achilles 😬,,2024-03-01 15:07:34+00:00,708,Run,"Springville, USA",0.5,9.08,4m 33s
